-0.79854,1.0526,2.7368
-0.8524,1.0526,2.9474
-0.86861,1.0526,3.1579
-0.84648,1.0526,3.3684
-0.78696,1.0526,3.5789
-0.69269,1.0526,3.7895
-0.56784,1.0526,4
0.95305,1.2632,0
0.93201,1.2632,0.21053
0.86981,1.2632,0.42105
0.7692,1.2632,0.63158
0.63463,1.2632,0.84211
0.47203,1.2632,1.0526
0.28859,1.2632,1.2632
0.092407,1.2632,1.4737
-0.10786,1.2632,1.6842
-0.30336,1.2632,1.8947
-0.48547,1.2632,2.1053
-0.64614,1.2632,2.3158
-0.77827,1.2632,2.5263
-0.87605,1.2632,2.7368
-0.93513,1.2632,2.9474
-0.95292,1.2632,3.1579
-0.92864,1.2632,3.3684
-0.86335,1.2632,3.5789
-0.75993,1.2632,3.7895
-0.62296,1.2632,4
0.99529,1.4737,0
0.97331,1.4737,0.21053
0.90836,1.4737,0.42105
0.80329,1.4737,0.63158
0.66276,1.4737,0.84211
0.49295,1.4737,1.0526
0.30138,1.4737,1.2632
0.096503,1.4737,1.4737
-0.11264,1.4737,1.6842
-0.3168,1.4737,1.8947
-0.50698,1.4737,2.1053
-0.67477,1.4737,2.3158
-0.81277,1.4737,2.5263
-0.91487,1.4737,2.7368
-0.97657,1.4737,2.9474
-0.99516,1.4737,3.1579
-0.96979,1.4737,3.3684
-0.90161,1.4737,3.5789
-0.79361,1.4737,3.7895
-0.65056,1.4737,4
0.99358,1.6842,0
0.97164,1.6842,0.21053
0.9068,1.6842,0.42105
0.80191,1.6842,0.63158
0.66162,1.6842,0.84211
0.4921,1.6842,1.0526
0.30086,1.6842,1.2632
0.096337,1.6842,1.4737
-0.11244,1.6842,1.6842
-0.31626,1.6842,1.8947
-0.50611,1.6842,2.1053
-0.67361,1.6842,2.3158
-0.81137,1.6842,2.5263
-0.9133,1.6842,2.7368
-0.97489,1.6842,2.9474
-0.99344,1.6842,3.1579
-0.96812,1.6842,3.3684
-0.90006,1.6842,3.5789
-0.79224,1.6842,3.7895
-0.64944,1.6842,4
0.94799,1.8947,0
0.92706,1.8947,0.21053
0.86519,1.8947,0.42105
0.76512,1.8947,0.63158
0.63126,1.8947,0.84211
0.46953,1.8947,1.0526
0.28706,1.8947,1.2632
0.091917,1.8947,1.4737
-0.10729,1.8947,1.6842
-0.30175,1.8947,1.8947
-0.48289,1.8947,2.1053
-0.6427,1.8947,2.3158
-0.77414,1.8947,2.5263
-0.87139,1.8947,2.7368
-0.93016,1.8947,2.9474
-0.94786,1.8947,3.1579
-0.92371,1.8947,3.3684
-0.85876,1.8947,3.5789
-0.75589,1.8947,3.7895
-0.61965,1.8947,4
0.86054,2.1053,0
0.84154,2.1053,0.21053
0.78538,2.1053,0.42105
0.69454,2.1053,0.63158
0.57303,2.1053,0.84211
0.42621,2.1053,1.0526
0.26058,2.1053,1.2632
0.083438,2.1053,1.4737
-0.097388,2.1053,1.6842
-0.27391,2.1053,1.8947
-0.43834,2.1053,2.1053
-0.58342,2.1053,2.3158
-0.70273,2.1053,2.5263
-0.79101,2.1053,2.7368
-0.84436,2.1053,2.9474
-0.86043,2.1053,3.1579
-0.8385,2.1053,3.3684
-0.77954,2.1053,3.5789
-0.68616,2.1053,3.7895
-0.56249,2.1053,4
0.73509,2.3158,0
0.71886,2.3158,0.21053
0.67089,2.3158,0.42105
0.59329,2.3158,0.63158
0.48949,2.3158,0.84211
0.36408,2.3158,1.0526
0.22259,2.3158,1.2632
0.071274,2.3158,1.4737
-0.083191,2.3158,1.6842
-0.23398,2.3158,1.8947
-0.37444,2.3158,2.1053
-0.49837,2.3158,2.3158
-0.60029,2.3158,2.5263
-0.6757,2.3158,2.7368
-0.72127,2.3158,2.9474
-0.73499,2.3158,3.1579
-0.71626,2.3158,3.3684
-0.6659,2.3158,3.5789
-0.58614,2.3158,3.7895
-0.48049,2.3158,4
0.57718,2.5263,0
0.56444,2.5263,0.21053
0.52677,2.5263,0.42105
0.46584,2.5263,0.63158
0.38434,2.5263,0.84211
0.28587,2.5263,1.0526
0.17478,2.5263,1.2632
0.055964,2.5263,1.4737
-0.065321,2.5263,1.6842
-0.18372,2.5263,1.8947
-0.29401,2.5263,2.1053
-0.39131,2.5263,2.3158
-0.47134,2.5263,2.5263
-0.53055,2.5263,2.7368
-0.56633,2.5263,2.9474
-0.57711,2.5263,3.1579
-0.5624,2.5263,3.3684
-0.52286,2.5263,3.5789
-0.46023,2.5263,3.7895
-0.37727,2.5263,4
0.39379,2.7368,0
0.3851,2.7368,0.21053
0.3594,2.7368,0.42105
0.31783,2.7368,0.63158
0.26222,2.7368,0.84211
0.19504,2.7368,1.0526
0.11924,2.7368,1.2632
0.038182,2.7368,1.4737
-0.044566,2.7368,1.6842
-0.12534,2.7368,1.8947
-0.20059,2.7368,2.1053
-0.26698,2.7368,2.3158
-0.32157,2.7368,2.5263
-0.36197,2.7368,2.7368
-0.38639,2.7368,2.9474
-0.39374,2.7368,3.1579
-0.3837,2.7368,3.3684
-0.35672,2.7368,3.5789
-0.31399,2.7368,3.7895
-0.2574,2.7368,4
0.19301,2.9474,0
0.18874,2.9474,0.21053
0.17615,2.9474,0.42105
0.15577,2.9474,0.63158
0.12852,2.9474,0.84211
0.095593,2.9474,1.0526
0.058444,2.9474,1.2632
0.018714,2.9474,1.4737
-0.021843,2.9474,1.6842
-0.061435,2.9474,1.8947
-0.098314,2.9474,2.1053
-0.13085,2.9474,2.3158
-0.15761,2.9474,2.5263
-0.17741,2.9474,2.7368
-0.18938,2.9474,2.9474
-0.19298,2.9474,3.1579
-0.18806,2.9474,3.3684
-0.17484,2.9474,3.5789
-0.1539,2.9474,3.7895
-0.12616,2.9474,4
-0.016301,3.1579,0
-0.015941,3.1579,0.21053
-0.014878,3.1579,0.42105
-0.013157,3.1579,0.63158
-0.010855,3.1579,0.84211
-0.0080738,3.1579,1.0526
-0.0049362,3.1579,1.2632
-0.0015806,3.1579,1.4737
0.0018448,3.1579,1.6842
0.0051888,3.1579,1.8947
0.0083036,3.1579,2.1053
0.011052,3.1579,2.3158
0.013312,3.1579,2.5263
0.014984,3.1579,2.7368
0.015995,3.1579,2.9474
0.016299,3.1579,3.1579
0.015884,3.1579,3.3684
0.014767,3.1579,3.5789
0.012998,3.1579,3.7895
0.010655,3.1579,4
-0.22489,3.3684,0
-0.21992,3.3684,0.21053
-0.20525,3.3684,0.42105
-0.18151,3.3684,0.63158
-0.14975,3.3684,0.84211
-0.11138,3.3684,1.0526
-0.068098,3.3684,1.2632
-0.021805,3.3684,1.4737
0.025451,3.3684,1.6842
0.071583,3.3684,1.8947
0.11455,3.3684,2.1053
0.15247,3.3684,2.3158
0.18365,3.3684,2.5263
0.20672,3.3684,2.7368
0.22066,3.3684,2.9474
0.22486,3.3684,3.1579
0.21913,3.3684,3.3684
0.20372,3.3684,3.5789
0.17932,3.3684,3.7895
0.147,3.3684,4
-0.42354,3.5789,0
-0.41419,3.5789,0.21053
-0.38655,3.5789,0.42105
-0.34184,3.5789,0.63158
-0.28204,3.5789,0.84211
-0.20978,3.5789,1.0526
-0.12825,3.5789,1.2632
-0.041067,3.5789,1.4737
0.047933,3.5789,1.6842
0.13482,3.5789,1.8947
0.21575,3.5789,2.1053
0.28715,3.5789,2.3158
0.34587,3.5789,2.5263
0.38932,3.5789,2.7368
0.41558,3.5789,2.9474
0.42349,3.5789,3.1579
0.4127,3.5789,3.3684
0.38368,3.5789,3.5789
0.33772,3.5789,3.7895
0.27685,3.5789,4
-0.6035,3.7895,0
-0.59017,3.7895,0.21053
-0.55079,3.7895,0.42105
-0.48708,3.7895,0.63158
-0.40187,3.7895,0.84211
-0.2989,3.7895,1.0526
-0.18274,3.7895,1.2632
-0.058515,3.7895,1.4737
0.068299,3.7895,1.6842
0.1921,3.7895,1.8947
0.30741,3.7895,2.1053
0.40915,3.7895,2.3158
0.49282,3.7895,2.5263
0.55474,3.7895,2.7368
0.59215,3.7895,2.9474
0.60342,3.7895,3.1579
0.58804,3.7895,3.3684
0.54669,3.7895,3.5789
0.48121,3.7895,3.7895
0.39447,3.7895,4
-0.7568,4,0
-0.74009,4,0.21053
-0.6907,4,0.42105
-0.61081,4,0.63158
-0.50395,4,0.84211
-0.37483,4,1.0526
-0.22917,4,1.2632
-0.073379,4,1.4737
0.085648,4,1.6842
0.24089,4,1.8947
0.3855,4,2.1053
0.51309,4,2.3158
0.61802,4,2.5263
0.69565,4,2.7368
0.74257,4,2.9474
0.7567,4,3.1579
0.73742,4,3.3684
0.68557,4,3.5789
0.60345,4,3.7895
0.49468,4,4
